originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"The collection of images, along with medals and badges, will go on auction later in July.
The find ""is like a time capsule that sheds new light on the war"", auctioneer Charles Hanson said.
The photos were taken by Robert Oliver, who survived the 1899-1902 war.
He was awarded the Queens Medal for South Africa after fighting in Cape Colony, the Orange Free State and the Transvaal in 1901 and 1902.
""The graphic images record the harsh reality, and true horror, of war - something the Victorian press did not portray at the time, as the British Empire was deemed undefeatable,"" Mr Hanson said.
The photos include prints of war dead lying in fields, the funeral of a British serviceman and a Boer War dog.
The collection also contains two pairs of original kid gloves, spurs, an ammunition bandolier, caps and hats, an original South African feathered headdress and a cartridge belt.
Mr Hanson said: ""Robert Oliver was quite a rogue in his youth. At the age of 16, he ran away, ending up on a ship to Canada where he found work as a lumberjack.
""He later joined Staffordshire Police and was considered √¢‚Ç¨¬¶ funny but firm and strict.""
He also owned and ran the Devonshire Pub in Hartington, Derbyshire.
The sale will be held on 25 July.",Dozens of previously-unpublished photographs from the Second Boer War that show battle scenes from the conflict have been found in a house in Derbyshire.,"images, which have not been published, will go up for auction at the Smithsonian's National Museum of American History on July 30. Images, which have","‘There will be some photographs in the collection, but there will be others which will be bought up at the Smithsonian’s National Museum of American History.’","‘There are some photographs in the collection, but there are others that will be bought up at the Smithsonian National Museum.’ ","‘There are some photographs in the collection, but some will be bought at the Smithsonian National Museum.’ ","“There are some pictures in the collection, but they will be sold at the Smithsonian National Museum.” ","“I have a few photographs, but they will be sold at the Smithsonian National Museum.” ","the collection of images, along with medals and badges, is a rare find in the collection of the U.S. military museum. The Korean War is","The Korean War is a most important war, and the collections of images and badges and medals are rare. ",The Korean War is the most important war. The only medals and banners are rare. ,", they cried. “My lord,” cried the king, “I have seen the battles in this country, the wars of the two","“Master,” said the king, “I have seen the battles of this land, the wars of the two countries. ","“Master,” said King Wang, “I’ve seen this country’s wars, this country’s wars. "
"Three incidents have happened near to the Hillhead Halls of Residence between September and November.
The man is described as white, aged between 17 and 20, about 5ft 8in tall, with short light brown or blond hair.
He was wearing dark sportswear including a hooded top and jogging bottoms.
Det Con Kirsty Munro said: ""I would like to reassure the community that officers are taking these reports very seriously.
""Although none of the females involved were hurt or injured in any way, they were left feeling understandably concerned and uncomfortable.
""Uniformed officers have been giving particular attention to the area and I would urge people using the park to be on their guard.""
She added: ""These type of incidents are extremely rare in the area - and the city generally - however by no means should that make anyone complacent.
""I would urge anyone who recognises the description of this male or the e-fit image to make contact with the police.""",An e-fit of a man police want to speak to after women were inappropriately touched in an Aberdeen park has been released.,the incidents have not been reported to the police. The incidents have not been reported to the police. The incidents have not been reported to the police. The incidents have not,The incidents were not reported to the police. The incidents were not reported to the police. ,It is not reported to the police. ,I'm sure I've got it reported to the police. ,I believe I have made a report to the police. ,‘I think I have made a report to the police.’ ,"on Wednesday, November 13, between 10pm and 11pm at Hillhead Halls of Residence. The man is described as white, aged between 17 and 30, with short","The man, he says, was white, between 17 and 30, and was very short, and had a short moustache, and had not yet made his appearance","He had not yet arrived. The man was a white-haired man of about seventeen or thirty, who was very short, and had a short mousta","He had not yet arrived. The man was a white-haired man of about seventeen or thirty years of age, very short, and with a short mou","The gentleman was a man of about seventeen or thirty, short, and very short, with a moustache. He had not yet arrived. ",", he was not there yet. The gentleman was a little over seventeen or thirty years old, short and very short, with a moustache. "
"Data in its first call home since Tuesday's flyby suggest the spacecraft experienced no upsets as it hurtled past the icy world at 14km/s (31,000mph).
The signal came through a giant dish in Madrid, Spain - part of a Nasa network of communications antennas.
The message took four hours 25 minutes to traverse 4.7 billion km of space.
The tension mounted as scientists and engineers at mission headquarters in Laurel, Maryland, waited for telemetry information. So there was joy and relief when the signal was received at 01:52 BST; team members cheered, hugged each other and waved American flags.
""We are in lock with telemetry from the spacecraft,"" said mission operations manager Alice Bowman as confirmation was received.
""We have a healthy spacecraft, we have recorded data from the Pluto system, and we are outbound from Pluto.""
A few minutes later, she added: ""I can't express how I feel. It's just like we planned it!""
Nasa's administrator Charles Bolden said: ""With this mission, we have visited every single planet in the Solar System.""
The agency's science chief John Grunsfeld commented: ""This is a tremendous moment in human history,"" adding: ""The spacecraft is full of images and we can't wait.""
Operations manager Alice Bowman confirmed that New Horizons' solid state recorder should be full of data.
""The expected number of segments on that recorder had been used. That tells us that that data has been collected on the spacecraft,"" she explained.
The signal received on Wednesday morning contained only engineering data, and was designed to tell controllers whether the flyby sequence had been carried out properly. The first high-resolution pictures from the flyby should be downlinked later on Wednesday.
Ralph Semmel, director of the Johns Hopkins University Applied Physics Laboratory, where mission control is based, congratulated the mission team.
""What has Pluto given us? Whales, doughnuts, and a heart,"" he said, referring to informal names for surface features in images taken during the spacecraft's approach.
Team members had expressed confidence the flyby would go well, but there was a very small possibility that New Horizons could be lost as it sped through the Pluto system.
Any stray icy debris would have been lethal if it had collided with the spacecraft at its 14km/s velocity .
James Christy, who discovered Pluto's moon Charon, joined relatives of Clyde Tombaugh, who discovered the dwarf planet itself in 1930, at mission control to witness receipt of the signal.
Follow Paul on Twitter.",A signal received from the New Horizons spacecraft shows that it survived its historic encounter with Pluto.,data in its first call home since Tuesday's flyby suggests the spacecraft experienced no upsets as it hurtled past the icy world at 14km/s,"At this time, the first time since Tuesday’s launch, it was clear that the spacecraft had not been damaged by the blows it had made as it flew",The spacecraft was still intact and not shattered by the impacts it had made as it flew. ,It was not damaged by the collisions that had struck it as it flew. ,It did not hurt the crashing which had struck it as it flew. ,Fortunately it had not gotten a frightened look from the crashing which had hit it as it flew. ,three billion kilometres (2.5 billion miles). Ceres is the fastest-approaching object ever sent into orbit by any human-made spacecraft. The,Ceres is the quickest spaceship ever put into orbit by humankind. ,The Ceres is the quickest spaceship ever put into orbit. ,It is the most advanced space ship. ,The vessel is the most advanced space ship. ,The vessel is the most advanced space ship. 
"On Monday, Mrs May met the first and deputy first ministers on a one-day visit to Northern Ireland.
She stressed that no-one wanted a return to the ""borders of the past"".
Her meeting with Mr Kenny is understood to have focused on the impact of Brexit on British and Irish relations.
Earlier in July, shortly after her appointment as the new prime minister, Mrs May spoke to Mr Kenny by telephone and agreed to build on the ""strong relationship""  between the UK and the Republic of Ireland..
Northern Ireland Secretary of State James Brokenshire described Mrs May's meeting with Arlene Foster and Martin McGuinness on Monday as ""positive"".
He also said there was agreement about protecting the current border arrangements between Northern Ireland and the Republic of Ireland.
""I think that the prime minister had a really helpful exchange with the first minister and the deputy first minister and I think there is a strong will and strong commitment to not see the return to the borders of the past,"" he said.
""Indeed that's a theme that underlined discussions that I previously had with the taoiseach on Friday.""
Mr Brokenshire added that there were ""treaties and various other mechanisms"" in place that underlined that there was a ""different arrangement"" between the United Kingdom and the Republic of Ireland.
Deputy First Minister Martin McGuinness said he hoped there would be an ""arrangement which will see the people of the north of Ireland continuing to see their future in Europe as part of an imaginative solution.""
The DUP MP Gavin Robinson said there were ""two aspects"" that had to be considered relating to the border.
""So far, discussions have focussed on the movement of people, there will also need to be a discussion about the movement of goods, customs and whether or not there is a form of a single market or not, whether there is a disparity in tariffs or not and if that is the case, then how you control that,"" he said.
""So whilst I see no difficulty in getting an arrangement that builds on the Common Travel Area and that allows you and I to move freely into the Republic of Ireland and similarly people from the Republic of Ireland can move freely into the United Kingdom, knowing that we have a uniform immigration policy, it may well be that further discussions will need to take place.""",Prime Minister Theresa May has held talks with Taoiseach (Irish Prime Minister) Enda Kenny at Downing Street.,"between the DUP and Sinn Fein, the parties which have ruled Northern Ireland for decades. The Prime Minister stressed that no one wanted to see the UK split and","The Prime Minister said that no one wanted to see the United Kingdom thrown into disarray and divided. The DUP and Sinn Fein, the two parties that have been","The DUP and Sinn Fein, the two parties, are in rebellion and have not been reunited for three years. ","I’ve been saying this for three years. The Democratic Party and Sinn Fein, the two main parties, have been in rebellion. I haven’t seen them ","I have not seen them for three years. The Democratic Party and Sinn Fein, the two main parties, have been in rebellion. ","The Democratic Party and Sinn Fein, the two main parties, have been in rebellion. I haven’t seen them for three years. ","Deputy First Minister, Brendan May, told Sinn Fein, DUP and Alliance Party that a customs union was the only way to guarantee a frictionless","“That is the best way to ensure a frictionless process, for customs union is the only means of ensuring that the union is smooth and without any defects.",“The only way to ensure a smooth procedure is through a customs union. The only way to ensure a smooth operation is through a customs union.,The only way to ensure that a smooth procedure will be through a customs union. ,The only way to ensure a smooth process is by a customs union. ,But a smoother process is only a good thing for a Customs Union. 
"The staff member suffered a facial injury and was ""badly shaken up"" after the armed robbery at the Freshway General Store in Rufford Road, Southport, at about 07:30 BST.
The men left with cash and cigarettes, Merseyside Police said.
Officers said both men wore dark North Face hooded tops and had green scarves covering their faces.
Det Insp Steve Reardon said: ""This was a particularly nasty robbery.
""The shop assistant was simply going about their business and thankfully is not badly hurt but it is vital that we catch the people responsible and bring them to justice.""",Two men - thought to be armed with a sword and gun - have threatened a shop assistant and stolen cash.,"employee suffered a facial injury and was ""badly shaken up"" after the armed robbery at the Freshway General Store in Rufford Road,","After the armed robbery at the Freshway General Store on Rufford Road, a customer of Freshway's was harmed, ""for his","After a armed robbery at the Freshway store on Rufford Street, a customer of Freshway’s was harmed. ","Having robbed the Freshway store on Rufford Street, a customer of the shop was hurt. ",The clerk of the shop snatched the money from him. ,"Suddenly, a clerk from the shop took it from him. ",he said they asked him to get some cigarettes and when he returned to the till he saw two men in the store at around 1 am on Tuesday.,"At around 1 am, he was on the road, and he saw two men in the store at about 1 o'clock.","It was about ten o'clock. He had a look at two men in the store, at about ten o'clock. ","He sat and looked at the two men in the shop, at about ten o'clock. ","He sat there and watched the two young men, at about ten o’clock. ","He sat and watched the two young men, at about ten o’clock. "
"The two were dragged out of a car by a group of men along a highway between Noida, a Delhi suburb, and Kanpur city on Friday, reports said.
Three male relatives travelling with them were assaulted and tied up.
The incident has caused outrage across the country and raised questions about police efficiency.
Some of the victims alleged that they got no response from the official helpline number.
One of the men who was attacked told the Hindustan Times newspaper that the line had been continually busy and that when they finally got through, the officer at the other end of the line had ""repeatedly asked questions instead of rescuing the family"".
Family members also alleged that a police van had driven past the field in Bulandshahr area where the incident took place, but had not stopped.
Senior police officer Sujeet Pandey told BBC Hindi on Monday that the three men, who were arrested on Sunday, were remanded in prison after they were identified by their victims.
Three more men were detained today, he added.
The Uttar Pradesh state government has suspended seven policemen in connection with the incident and set up a 300-member taskforce to investigate the incident.
The family was also robbed of money, jewellery and their mobile phones.
Scrutiny of sexual violence in India has grown since the 2012 gang rape and murder of a student on a Delhi bus.
However, brutal sexual attacks against women and children continue to be reported across the country.",Three men suspected of participating in the gang rape of a woman and her teenage daughter have been sent to jail for 14 days as investigations continue.,two Delhi men were allegedly dragged out of a car by a group of men along a highway between Noida and Kanpur on Friday night,The man dragged the two swarthy men out of a vehicle along the Nezha-Pankai-Pankai-P,"The men, stifled, were dragged out of a vehicle along the Nala-Panai-Panai Road. ",Then the people were led to a carriage in the Nala-Panai-Panai-Panai road. ,In a few minutes they were brought to the road of Nala-Panai-Panai-Panai. ,"Nala-Panai-Panai-Panai-Panai. In a few minutes, they arrived at the Nala",the two were dragged out of a car by a group of men along a highway between Noida and Kanpur city on Fridayevening and,"In the evening, a group of people, with some young men, came to take the two people from the road, a shaman in front of the","When the two of them were taken out, the shaman took them to his tent and took them back to his place. ","The two men, all naked, were carried to the tent, where they were carried back to their homes. ","They were carried back to their own camp. The two men were all naked, taken to a tent, and taken back to their homes. ",They were all bundled up in a tent and brought back to their own camp. The two men were all naked and brought back to their tents. 
"18 January 2016 Last updated at 19:54 GMT
VPN services are useful for securely accessing your work computer systems while you are away from the office.
But they are also commonly used to circumvent government censorship, or location blocking on movie streaming websites.
BBC Technology reporter Chris Foxx explains what some people use a VPN service for.",A virtual private network (or VPN) is a secure connection between your device and another computer over the internet.,VPN services are useful for securely accessing your work computer systems while you are away from the office. The best VPN provider for Windows and Mac is Private Internet Access. This,There is a good VPN service for Windows and Mac. ,There’s a good VPN service for both Mac and Windows. ,A good VPN service is available on both Mac and Windows. ,“You can find a good VPN on both Mac and Windows. ,"And if you want to get a good VPN on both Mac and Windows, you can do it. ",VPNs are useful for securely accessing your work computer systems while you are away from the office. They are used to provide a secure connection to a remote server,It is also a way of connecting to a remote server. It is used to secure access to the office while you are away. ,I don't think it's very convenient. I want to get into my office as soon as possible. ,", I'm sure it's not very convenient. I'd like to get into my office as soon as possible. ",I’d like to go into my office as soon as possible. It’s not really in the least convenient. ,It’s not really in the least convenient. I’d like to get into my office as soon as possible. 
"The day is being marked with parades, speeches and special events.
It is held on 8 March every year and also aims to highlight the importance of men and women being equal.
We want to know which woman inspires you and why?
This chat page is now closed, thanks for all your comments.
Rebecca Adlington inspires me to become a swimmer.
Sophie, 11, Oxfordshire
Charlotte Dujardin because she's got an OBE.
Iona, 9, Northumberland
My mum and my nan.
Nea","It is International Women's Day, which celebrates the achievements of women around the world.","the event, which began as a protest against the death penalty and has since grown into a worldwide event, is organised by the UK-based charity, Amn","This is the first protest against the death penalty, and has grown to be a rage all over the world. ","That's the first protest against capital punishment, and it has sparked a whole movement all over the world. ",", the world is full of it. This is the first protest against capital punishment, and this has sparked a whole movement. ","That is the first protest against capital punishment, and that has led to a whole movement. ","The first protest against capital punishment, and that was the beginning of a movement. ",of those who have been victims of the Holocaust. The day is a day of remembrance and remembrance of those who have been,"The day of remembrance, remembrance of those who have been victims of the Holocaust. ","It was the day of remembrance, the day of remembering those who were murdered. ","The day was a day of remembrance, a day of remembering those who were killed. ",", I'm going to say that's the day to remember. It's a day to remember the dead, and the ashes are still","It’s a day to remember the dead, and the ashes are still there. "
"The spire is part of the International Bomber Command Centre, which will tell the story of more than 55,000 personnel killed in the conflict.
Officials said while the damage is minor, it showed great disrespect.
It is thought vandals used breeze blocks from the site to try and climb up inside the memorial.
More on this and other local stores in Lincolnshire
Nicky Barr, director of the centre, said it looked like those responsible had cut a perimeter fence and that the scuff marks inside the memorial were probably caused as the blocks fell.
""It is hugely disappointing that a memorial this county has worked so hard for, that honours the dead of Bomber Command, has been subjected to this kind of abject vandalism,"" she said.
""We are so proud of this spire, and the way people refer to it as 'our memorial'.
""It's only been up about a year.
""But it's the effort it took to get there, so whoever these people were, it really is [showing] disrespect.""
She said whoever tried to climb the memorial was also putting themselves ""at real risk of injury"".
""It is about 30 metres high, with paving at the bottom, if you fall from there you would be in serious trouble, and be stranded here badly injured.""
The spire was unveiled in October, with about 300 Bomber Command veterans in attendance.
125,000
Aircrew served in Bomber Command in World War Two
364,514 operational sorties flown
55,573 aircrew killed in action
25,611 killed flying from Lincolnshire
70% of aircrew were killed, taken prisoner or injured",A memorial to the thousands of crewmen who served in Bomber Command during World War Two has been damaged by trespassers.,"Museum, a new headquarters for the RAF, is part of the UK's biggest ever infrastructure investment. The £2.2bn scheme, which will include","The museum, a new headquarters for the RAF, is part of the UK’s largest investment. ","The museum, which will become a new headquarters for the RAF, is part of the country’s largest investment. ","The Museum of the RAF, which will be a new headquarters for the RAF, is one of the largest investments in the country. ","The Museum of the Royal Air Force, which is intended to be a new headquarters for the RAF, is one of the greatest investments in the country. ","The Museum of the Royal Air Force, which was conceived as a new headquarters for the RAF, is a great investment for the country. ","a main hall, an auditorium and a museum will form the centre of the International Bomber Command Centre. The centre will tell the story of over 55,000","The centre will include a theatre, an auditorium, and a museum. The IBC will contain a hall, a hall, and a museum.","The ICBC will contain a theater, an auditorium, and a museum. ","Besides the theatre, the museum will have an auditorium, a theater and a museum. ","Besides the theater, the museum will have a theatre, an auditorium and a museum. ","The museum will be a theatre, a auditorium, and a museum. "
"16 November 2016 Last updated at 14:02 GMT
But it is on the streets where a new generation of photographers is capturing the bustling megacity with their own perspectives. One of the most distinctive is 29-year-old Adeola Olagunju, who told the BBC how she captures Lagos.
Video Journalist: Roderick Macleod",In galleries across Lagos the annual photo festival is showcasing the creativity and complexity of some of Nigeria√¢‚Ç¨‚Ñ¢s most standout photographers.,"'The city of Istanbul is like a living, breathing, living, breathing, living, breathing, living, breathing, living, breathing, living, breathing,","“It’s like the city of Istanbul. It’s like a living breathing, breathing, living breathing, living breathing, living breathing, living breathing, living","‘It’s like the capital of Istanbul. It’s like breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing,","“It’s like the capital of Istanbul. It’s like breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing,","“It’s like the capital of Istanbul. It’s like breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing,","“That is the capital of Istanbul. It’s breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing, breathing,","world's first street photography festival is set to take place in Beijing, China from November 16 to December 7. The annual event will feature workshops to teach street photography and photography",A street photography festival will be held in Beijing from November 16 to December 7. The festival is to be held every year in the month of December.,“There will be a street photography festival in Beijing from December 16 to January 7. The date is usually given as the seventh of December.,"“This will be a street photography festival in Beijing from December 16 to January 7, 2008.","“This is a photo festival in Beijing, from December 16 to January 7, 2008.","The festival was held in Beijing from December 16 to January 7, 2008."
"The assaults happened in Castlemilk, Glasgow, at about 20:05 on Friday.
Police said the boy was walking in Ardencraig Quadrant near its junction with Ardencraig Drive when he was seriously assaulted.
His 52-year-old father, who saw the incident, was attacked when he ran over to help. The pair were both treated in hospital for facial injuries.
They were later released.
The two suspects were described as being white, aged between 17 and 21, and wearing dark clothes.
Det Con Peter McFarlane said: ""These were violent and unprovoked attacks and officers are currently carrying out house-to-house inquiries and reviewing CCTV images in their ongoing efforts to identify the two responsible.
""Although we believe this to be a random incident, there will be additional patrols in the area to provide public reassurance.""
In a separate incident, at about 20:00 on Saturday, a 23-year-old man was assaulted in Partick in what police believe was a targeted attack.
The man was walking along Exeter Drive, near its junction with Dumbarton Road, when a man got out of a passing car and seriously assaulted him. The suspect then got back into his car and drove off.
Passers-by went to help and he was taken to hospital to be treated for head and facial injuries. He was later released.
Police said there was no description of the suspect available, but he was driving a grey BMW 3 Series saloon.
Det Con David Hardie said: ""We believe this to be a targeted attack and officers are carrying out inquiries in the area today and checking CCTV footage in an effort to gather more information on the circumstances surrounding this attack and the man responsible.""
Detectives have appealed for anyone with information about either attack to contact them.",A 15-year-old boy was attacked by two youths who then turned on his father when he went to help.,"two males then ran off, but were found nearby in Castlemilk, Glasgow. The assaults happened at about 20:05 on Friday. Two males then ran","The two of them ran off. The two men were found by the roadside near Castlemilk, Glasgow. ","The two men had been found by the roadside in Castlemilk, near Glasgow. ","In the morning, the two men had been found by the roadside in Castlemilk near Glasgow. ","In the morning, the two men had been found by the roadside in Castlemilk near Glasgow. ","When they woke up in the morning, they were still strewn about the side of the road. ","police are appealing to anyone who saw a group of males acting suspiciously in the area of Ardencraig Road in Glasgow, to get in touch.",The police are appealing to anyone who has seen men in suspicious clothes in the area of Ardencraig Road in Glasgow. ,The police are appealing to anyone who has seen men in suspicious clothing in the Ardencraig Road in Glasgow. ,The police want to know who has seen a man in suspicious clothes in the Ardencraig Road in Glasgow. ,", the police are asking who has seen a man in suspicious clothes in the Ardencraig Road in Glasgow. ",", he asked, addressing a man in suspicious clothes. "
"He was asked if a change in the law was being considered as part of a review of marriage laws.
""Not as far as I'm aware and I've certainly no intention of doing so,"" he told the BBC's Sunday Politics show.
The government was looking into humanist marriages in England and Wales, he said.
Humanism is a secular philosophy. Humanist weddings are not legally recognised in England, Wales and Northern Ireland - but they are legal in Scotland.
The Daily Mail reported on Tuesday that ministers had ordered a rethink of wedding laws, which could allow naturists to conduct weddings if the rules were changed.
It claimed a paper had been published by Mr Grayling which confirmed groups who have expressed an interest in changing wedding laws included British Naturism, the organisation that campaigns for a greater understanding and acceptance of outdoor nudism.
But Mr Grayling told the BBC: ""It hasn't been ordered by me I can tell you that.""
The justice secretary stressed there was a difference between someone ""expressing an interest"" and ""something actually happening"".
""No nude marriage right now as far as I'm concerned,"" he told the BBC.",Justice Secretary Chris Grayling has dismissed reports the government is planning to allow nude weddings.,. I haven't seen it and I haven't seen it at stage. I haven't seen it and I haven't seen,"I didn’t see it, I didn’t see it in the theatre. ",But I didn’t see it in the theatre. ,But I didn’t see it in the theater. ,But I didn't see it at the theatre. ,But I didn't see it in the theater. ,"""We've got a lot of work to do, and it's something we're working on at the moment,"" said Prime Minister Narendra Modi","‘We have a lot of work to do, and it is something we are working on at the moment.’ ","‘We’ve got a lot of work to do, and we’re working on it right now.’ ","""We have a lot of work to do, and we are working on it at the moment."" ","“We have a lot of work to do, and we’re working on it right now.” ","""We've got a lot of work to do, and we're going to do it right now. "" "
"Streets will be pedestrianised, new trees and plants added, and public art and cycle routes installed.
A University spokesperson said the work would make the campus more welcoming, safer and greener for everyone to use.
The scheme, funded by Sheffield City Region Investment Fund and the University, is due to be finished by the new academic year in September.
More on this story and other news from Sheffield & South Yorkshire
The public courtyards around the Arts Tower and Western Bank concourse will be improved, with a new public park created near Broad Lane.
New pedestrian and cycle crossings will be made, and existing ones improved.
Keith Lilley, director of estates and facilities management, said the development would ""transform the campus environment and support the University's links with the city centre.""
""We want to encourage the people of Sheffield to enjoy and use our campus whether it's to have lunch in one of our cafes, cycle through the campus area up to Weston Park, or just enjoy sitting and relaxing in one of the new greener, safer places that will be created through this development.""
The university is providing ¬£5.1m for the work, with ¬£2.9m from Sheffield City Region Investment Fund.
Sheffield City Council's Leigh Bramall said: ""Our universities are critical to the future of Sheffield and vital to the successful economic growth of the city.""
He added the new campus would ""emphasize the University's position as a key driver in the local economy.""",An ¬£8m transformation of public spaces at the University of Sheffield has started.,"£2m scheme is part of the wider £10m regeneration plan for the area, which will include a new student accommodation block, a community hub and a community","The scheme, which will be built in conjunction with the larger £10m regeneration plan, will see a new student flat, a community centre, a community building and","In conjunction with the larger regeneration project of a hundred and eighty thousand residents, the scheme will include a student wing, a community building, a ","The school will have a student wing, a community building and a library. ","The school will have a student wing, a community wing, and a library. ","The school will have a student wing, a community wing and a library. ","the work will begin in spring and is expected to take between 12 and 18 months to complete. New trees and plants will be added, and public art and cycle routes will","The new trees and shrubs will be brought into the yard, and there will be street art, and paths and paths. The construction of the trees and shrubs will begin",Then the new trees and shrubs will be installed. There will be new street art and paths and paths. ,And then the trees and shrubs will be installed. ,But first a few trees and shrubs will be put up. ,"Besides, some trees and shrubs will be built in the next place. "
"Paul Newall, 30, from Larkhall, died after his Kawasaki bike was in collision with a white Mazda 2 on the southbound carriageway, near J7 at Larkhall, at about 22:40 on Thursday.
The 43-year-old woman who was driving the car was uninjured.
Both vehicles had been travelling in the same direction before the crash.
Sgt Billy Broatch, of Police Scotland, said: ""I'd like to speak to anyone who witnessed this crash or anyone who saw the motorcyclist travelling on the M74 along with another motorbike just prior to the crash taking place.""",A man who died after his motorbike was involved in a crash with a car on the M74 in South Lanarkshire has been named by police.,Picture: SWNS.com crash site is near the junction with the M6. Picture: SWNS.com crash site is near the junction with the M6.,The crash site at SWNS.com was at the junction of the M6 and the M6.,The crash site of SWNS.com was at the junction of the M6 and the M6.,The crash site of SWNS.com was at the junction of the M6 and the M6.,The crash site of SWNS.com was at the junction of the M6 and the M6.,“There was a crash site for SWNS.com at the junction of the M6 and the M6.,the victim was travelling from Larkhall to Leicester when he was struck by a white Mazda 2 travelling towards the southbound carriageway of the M6 near to,He was in the middle of the M6 on the southbound carriage.,“He was a passenger on the southbound carriage of the M6.,He was a passenger in the southbound carriage of the M6.,The M6 had a cab on the south of the river.,The M6 had a cab on the south side of the river.
"Zee Entertainment Enterprises said its entire catalogue of Bollywood films, recorded with Hindi dialogue, would be dubbed into Spanish.
The channel, Zee Mundo, is the first attempt to market Indian movies in the Hispanic market.
The firm plans to expand into Mexico, Argentina, Colombia, Peru and Chile.
Bollywood movies - known for their extravagant action sequences, song and dance numbers, and vibrant costumes - have already enjoyed some success in non-Hindi speaking countries such as Nigeria and China, and some parts of Latin America.
The company believes the Spanish-speaking market has cultural similarities to India, and that Bollywood content will appeal to audiences used to Spanish-language soap operas.
In its promotional material, the company said it would offer the channel in high definition, with a complementary on-demand streaming service.
""We are confident that Zee Mundo's programming will cross frontiers with storylines and themes that are relatable to the Hispanic audiences,"" said Amit Goenka, head of the company's international arm.
Zee Entertainment Enterprises, one of India's largest media companies, claims to reach over one billion viewers globally.","An Indian media company has launched a Spanish-language Bollywood film channel in the United States, in an effort to woo Latino audiences.","Spanish dubbing of Bollywood films in January will begin. The channel, which will begin its Spanish dubbing of Bollywood films in January, will begin its Spanish dubbing of","The channel, which will begin its Spanish dubbing in January, will begin its Spanish dubbing in January. ","The channel, which will start Spanish translation in January, will begin Spanish translation in January. ",In January it will begin its Spanish translation. ,I hope you’ll give me some Spanish. ,I hope you can give me some Spanish. ,"original series, films and series. The channel will have a library of more than 1,000 films and is set to offer a variety of entertainment content, including original","“The channel has a library of more than 1,000 films, and it will be able to present a wide variety of original material, as well as a wide","In a word, the tv channel has more than 1,000 films. It can show all sorts of originals.",The channels can be filled with all kinds of original films. ,"A few channels will be broadcasted, and the genres will be explored. ",A few channels will be spelled out and the genres will be explored. 
"The captain pounced after Kieran Smith's shot was spilled by Peter Jehle in the visiting goal.
Vaduz had led 2-0 at half-time after goals in quick succession from Gonzalo Zarate and Maurice Brunner.
Stuart Jones should have claimed a late equaliser for Bala but headed just wide when Nathan Burke's free-kick found him unmarked at the back post.
The return leg at the Rheinpark Stadion in Vaduz is on Thursday, 6 July.
Ballymena United or Norwegian side Odd await the winners in the second qualifying round.
Bala manager Colin Caton told BBC Wales Sport:
""I don't think we started the game very well - we were very flat and wary of knowing the opposition.
""We still had good chances and a blatant penalty when Kieran [Smith] has gone through and has been pulled back.
""They had two chances in the first half and that's the difference at this level. It's a bit frustrating really... we have had the better chances.
""If we get the first goal out there, it's an away goal and they will be in a sticky situation.
""They were panicking towards the end here.
""It just frustrates me we have done ever so well but you have to take the chances at this level.""",Chris Venables gave Bala Town a lifeline in their Europa League first qualifying round tie against FC Vaduz.,"from a crossbar, the Blues doubled their lead after just eight minutes when Ben Davies headed in a corner from Adam Armstrong's corner. The",The Blues had already taken the lead after only eight minutes when Ben Davies’s crossbar came in from Adam Armstrong’s corner. ,The Blues had won their first eight minutes when Ben Davies's crossbar came through Adam Armstrong's own corner. ,"And the Blues were gaining ground for the first eight minutes, when Ben Davies' crossbar smashed through the corner of Adam Armstrong's own corner. ","The Blues were steadily increasing their lead, and within the first eight minutes Ben Davies's crossbar smashed through Adam Armstrong's corner. ","But in the first half, Ben Davies’s crossbar hit Adam Armstrong’s corner. The Blues had been building steadily, and in the first eight minutes of","of Mark van der Weerden and a third from captain Jeroen Hertzog in front of a capacity crowd of 5,500 fans. The","The audience consisted of 5,500 fans, of which Mark van der Weerden was the host, with another by Jeroen Hertzog.","During the event, the audience consisted of five thousand fans. Mark van der Weerden was the host, with Jeroen Hertzog as the adj","Among the audience were five thousand people. Mark van der Weerden was the host, and Jeroen Hertzog the adjutant. ","Mark van der Weerden was the host, and Jeroen Hertzog the adjutant. Among the audience were five thousand people. ",Among the audience was five thousand people. Mark van der Weerden was the host and Joeroen Hertzog the adjutant. 
