originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"Lord Advocate Frank Mulholland also told MSPs that a fatal accident inquiry would be held into the death.
Mr Bayoh, 31, died in police custody after being detained following an incident in Kirkcaldy on 3 May.
His family welcomed the comments and said they hoped the Lord Advocate would establish ""the truth of what happened"".
Mr Mullholland told MSPs that further work was needed by the Police Investigations and Review Commissioner (Pirc), particularly into the cause of death, before the investigation was completed.
""Having met the family on two occasions, I know the effect that this tragedy has had on them and they have borne their loss with great dignity,"" he said.
""They are right to demand answers and a thorough, impartial and objective investigation is what they deserve.""
Mr Mulholland said he was confident this could be done ""expeditiously without compromising thoroughness"".
He added that regardless of the decision on criminal proceedings, a fatal accident inquiry would be held because Mr Bayoh had died in custody.
""A fatal accident inquiry will allow all the evidence to be presented in a court, open to the public and the media, to be rigorously tested by all parties represented at the FAI, including the family, and allow the sheriff to make findings in fact and recommendations in relation to Sheku's death in a judgement that will be available to all,"" he said.
Aamer Anwar, the solicitor for Mr Bayoh's family, said: ""The family have always known that there would be an FAI but they do not believe at this stage that this is a solution to the death in custody of Sheku Bayoh.
""An FAI is, in essence, the bare minimum of what can happen, but at this stage it would be premature to predict the outcome of the investigations if they are truly robust and impartial.
""It has been 19 weeks since Sheku's death and the family hope the Lord Advocate can provide them with the truth of what happened, because without that they know there can be no justice.""","Scotland's most senior law officer has promised a ""thorough, impartial and objective"" investigation into the death of Sheku Bayoh.","Scottish Defence Regiment's elite anti-terrorist unit, the Special Demonstration Squad. The father of two and a former soldier who served","Scottish Defence Regiment's elite anti-terrorism unit, the Special Demonstration Squad, is the father of two and a former soldier who served.","Scottish Defence Regiment's elite anti-terrorism unit, the Special Demonstration Squad, is the father of two and a former soldier who served.","Scottish Defence Regiment's elite anti-terrorism unit, the Special Demonstration Squad, is the father of two and a former soldier who served.","Scottish Defence Regiment's elite anti-terrorism unit, the Special Demonstration Squad, is the father of two and a former soldier who served.","Scottish Defence Regiment's elite anti-terrorism unit, the Special Demonstration Squad, is the father of two and a former soldier who served.","31-year-old Bayoh was found dead in a flat in the city centre on January 1, 2018. He had been stabbed in the chest and died","Bayoh, 31, was found dead on January 1, 2018 in a flat in the city centre. He had been stabbed in the chest and died.","Bayoh, 31, was found dead in a flat in the city centre on January 1, 2018. He had been stabbed in the chest and died.","Bayoh, 31, was found dead on January 1, 2018 in a flat in the city centre. He had been stabbed in the chest and died.","Bayoh, 31, was found dead in a flat in the city centre on January 1, 2018. He had been stabbed in the chest and died.","Bayoh, 31, was found dead on January 1, 2018 in a flat in the city centre. He had been stabbed in the chest and died."
"The findings, to be discussed by the cabinet, revealed 17 ""interim staff"" were being paid more than ¬£500 a day and two cost more than ¬£800.
Opposition Conservatives have criticised the spending as exorbitant.
The Labour-led unitary council said the expertise was needed to oversee a restructuring programme designed to save money in the long-term.
The council said many of the temporary staff were providing short-term expertise on a project which aimed to save ¬£30m by changing the way the council delivered services.
Conservative councillor Ian Bowyer said: ""It seems to me at this moment in time Plymouth taxpayers are being asked to take a tremendous leap in the dark in the hope that we get a result at the end of the day.
""It's far from clear what that result might be.""
The council said it was recruiting permanent staff for five of the posts.","Plymouth City Council is paying temporary managers a total of more than ¬£10,000 a day, a council report says.","NHS was ""in crisis"" and that ""cost of running the NHS is spiralling out of control"", a Public Accounts Committee report has revealed. The figures revealed","NHS was ""in crisis"" and that ""cost of running the NHS is spiralling out of control"", a report by the Public Accounts Committee said.","The NHS was ""in crisis"" and that the cost of running the NHS is spiralling out of control, the report said.","The NHS was ""in crisis"" and that the cost of running the NHS is spiralling out of control, the report said.","The NHS was ""in crisis"" and that the cost of running the NHS is spiralling out of control, the report said.","The NHS was ""in crisis"" and that the cost of running the NHS is spiralling out of control, the report said.","government had to ""take action"" to ensure public purse was not being used to fund salaries of staff who are not working for the government. The government had to ""take","The government had to take action to ensure public purse was not being used to fund salaries of staff who are not working for the government, he said.","The government had to take action to ensure public purse was not being used to fund salaries of staff who are not working for the government, he said.","The government had to take action to ensure public purse was not being used to fund salaries of staff who are not working for the government, he said.","The government had to take action to ensure public purse was not being used to fund salaries of staff who are not working for the government, he said.","The government had to take action to ensure public purse was not being used to fund salaries of staff who are not working for the government, he said."
"Engineers on the Thameslink Programme uncovered the former ticket hall and platforms of Southwark Park station.
The long-lost station only served passengers from 1902 to 1915 before shutting for good.
The ¬£6.5bn Thameslink Programme is rebuilding railway lines from New Cross Gate through London Bridge to Blackfriars and St Pancras.
Located on a viaduct above Rotherhithe New Road, Southwark Park was one of several stations in the area, including Spa Road, which closed because of competition from trams and buses and the outbreak of World War One.
The station was discovered as engineers constructed the Bermondsey Dive Under, which will see two Victorian viaducts partially-demolished and rebuilt to allow trains from south east London and Kent to dive down, under a new route carrying Thameslink services from Croydon.
Project manager Greg Thornett said: ""We uncovered the footings for the former platforms while we were preparing the top of the viaduct for new track and we are now working up in the roof space of the former ticket hall to fill in the old skylights, ready to carry the final track alignment.
""Much of the existing stretch of viaduct will be replaced by the ramps into and out of the new dive under, but the arch that used to house the old booking hall will remain.""","Rail workers have discovered a south London ""ghost"" station which closed a century ago.","the site of Southwark Park station, which was demolished in the 1960s. The station was built on the site of the former Southwark Park station","The site of Southwark Park Station, which was demolished in the 1960s, was built on the site of the former Southwark park Station.","The site of Southwark Park Station, which was demolished in the 1960s, was built on the site of the former Southwark park station.","The site of Southwark Park Station, which was demolished in the 1960s, was built on the site of the former Southwark park station.","The site of Southwark Park Station, which was demolished in the 1960s, was built on the site of the former Southwark park station.","The site of Southwark Park Station, which was demolished in the 1960s, was built on the site of the former Southwark park station.","the Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the","The Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the","The Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the","The Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the","The Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the","The Southwark Park railway station, which was demolished in 1894, served passengers from 1902 to 1968. The station was built on the site of the"
"The flight, operated by Thomson Holidays, landed at the airport at about 15:30 BST on Saturday.
Passengers were taken off the plane while detailed checks were carried out.
The passengers were allowed to re-board less than two hours later and the plane took off at 17:15 BST.
A spokesperson for Belfast International Airport said the plane had returned as a precaution and that checks had revealed it had not been hit by lightning.","A plane bound for Greece, which returned to Belfast International Airport following concerns it had been struck by lightning, has resumed its journey.","Passengers were taken to the terminal and taken to the terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos","Passengers were taken to the terminal and taken to terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos.","Passengers were taken to the terminal and taken to terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos.","Passengers were taken to the terminal and taken to terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos.","Passengers were taken to the terminal and taken to terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos.","Passengers were taken to the terminal and taken to terminal. The flight, operated by Thomson Holidays, was due to fly to the Greek island of Kos.",foreign office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca. It added it,The Foreign Office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca.,The Foreign Office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca.,The Foreign Office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca.,The Foreign Office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca.,The Foreign Office said it was aware of an incident involving a British national on a Thomson flight from London Heathrow to Palma de Mallorca.
"Wales international Taylor suffered the injury in training on Wednesday.
Swansea boss Paul Clement said he is looking to agree terms over signing Sweden's Olsson.
""The two clubs are talking about that possibility. The stage it's at is we're looking to agree the terms,"" he said.
Clement said Taylor is ""probably"" facing three weeks of non-contact.
""He'll have to be fitted out with a face mask,"" added the Swans manager.
Taylor was taken to hospital and will have an operation.
Meanwhile, winger Modou Barrow came off injured in the 28th minute of Swansea's 2-1 EFL Trophy last 16 win against Wolves on Tuesday.",Swansea City are in talks to sign Martin Olsson from Norwich after defender Neil Taylor was ruled out for at least three weeks by a fractured cheekbone.,"""We are looking to sign a new striker,"" Swansea manager Paul Clement confirmed on Wednesday. Clement also confirmed that he is looking to","We are looking to sign a new striker,"" Swansea manager Paul Clement said on Wednesday. Clement also confirmed that he is looking to","We are looking to sign a new striker,"" Swansea manager Paul Clement said on Wednesday. Clement also confirmed that he is looking to","We are looking to sign a new striker,"" Swansea manager Paul Clement said on Wednesday. Clement also confirmed that he is looking to","We are looking to sign a new striker,"" Swansea manager Paul Clement said on Wednesday. Clement also confirmed that he is looking to","We are looking to sign a new striker,"" Swansea manager Paul Clement said on Wednesday. Clement also confirmed that he is looking to","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea in","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea in.","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea.","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea.","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea.","Swansea are looking to agree terms over Sweden's Ola Toivonen, who has been linked with a move to Swansea."
"The study tracked more than 200,000 Australian smokers and non-smokers above the age of 45 over six years.
Mortality risk went up with cigarette use, BMC Medicine reports.
Smoking 10 cigarettes a day doubled the risk, while 20-a-day smokers were four to five times more likely to die.
Although someone who smokes could lead a long life, their habit makes this less likely.
Smoking increases the risk of a multitude of health problems, including heart disease and cancer.
Cancer Research UK currently advises that half of all long-term smokers eventually die from cancer or other smoking-related illnesses.
But recent evidence suggests the figure may be higher.
Newer studies in UK women, British doctors and American Cancer Society volunteers have put the figure at up to 67%, says Prof Emily Banks, lead author of the Australian study.
""We knew smoking was bad, but we now have direct independent evidence that confirms the disturbing findings that have been emerging internationally.
""Even with the very low rates of smoking that we have in Australia, we found that smokers have around threefold the risk of premature death of those who have never smoked. We also found smokers will die an estimated 10 years earlier than non-smokers,"" she said.
George Butterworth, tobacco policy manager at Cancer Research UK, said: ""It's a real concern that the devastation caused by smoking may be even greater than we previously thought.
""Earlier research has shown, as a conservative estimate, one in two long-term smokers die from smoking-related diseases in the UK, but these new Australian figures show a higher risk.
""Smoking habits differ between Australia and the UK [in terms of] how much people smoke and the age they start, so we can't conclude that the two-in-three figure necessarily applies to the UK.""
In Australia, about 13% of adults smoke. In the UK, the figure is about 20%.
Stopping smoking can bring a person's health risks back down.
Ten years after quitting, risk of lung cancer falls to half that of a smoker and risk of heart attack falls to the same as someone who has never smoked, according to NHS Smokefree.","The death risk from smoking may be much higher than previously thought - tobacco kills up to two in every three smokers not one in every two, data from a large study suggests.",the risk of dying from lung cancer increased by about 20% for every 10 years of age. The risk of dying from heart disease increased by about 20% for every 10 years of,"The risk of dying from lung cancer increased by about 20% for every 10 years of age, and the risk of heart disease increased by around 20%.","The risk of dying from lung cancer increased by about 20% for every 10 years of age, and the risk of heart disease increased by around 20%.","The risk of dying from lung cancer increased by about 20% for every 10 years of age, and the risk of heart disease increased by around 20%.","The risk of dying from lung cancer increased by about 20% for every 10 years of age, and the risk of heart disease increased by around 20%.","The risk of dying from lung cancer increased by about 20% for every 10 years of age, and the risk of heart disease increased by around 20%.","smokers and non-smokers above the age of 45 over six years were found to have a higher risk of dying from heart disease, stroke, lung","Over six years, smokers and non-smokers over the age of 45 were found to have a higher risk of dying from heart disease, stroke, lung, and","Over six years, smokers and non-smokers over the age of 45 were found to have a higher risk of dying from heart disease, stroke, lung, and","Over six years, smokers and non-smokers over the age of 45 were found to have a higher risk of dying from heart disease, stroke, lung, and","Over six years, smokers and non-smokers over the age of 45 were found to have a higher risk of dying from heart disease, stroke, lung, and","Over six years, smokers and non-smokers over the age of 45 were found to have a higher risk of dying from heart disease, stroke, lung, and"
"The collection of images, along with medals and badges, will go on auction later in July.
The find ""is like a time capsule that sheds new light on the war"", auctioneer Charles Hanson said.
The photos were taken by Robert Oliver, who survived the 1899-1902 war.
He was awarded the Queens Medal for South Africa after fighting in Cape Colony, the Orange Free State and the Transvaal in 1901 and 1902.
""The graphic images record the harsh reality, and true horror, of war - something the Victorian press did not portray at the time, as the British Empire was deemed undefeatable,"" Mr Hanson said.
The photos include prints of war dead lying in fields, the funeral of a British serviceman and a Boer War dog.
The collection also contains two pairs of original kid gloves, spurs, an ammunition bandolier, caps and hats, an original South African feathered headdress and a cartridge belt.
Mr Hanson said: ""Robert Oliver was quite a rogue in his youth. At the age of 16, he ran away, ending up on a ship to Canada where he found work as a lumberjack.
""He later joined Staffordshire Police and was considered √¢‚Ç¨¬¶ funny but firm and strict.""
He also owned and ran the Devonshire Pub in Hartington, Derbyshire.
The sale will be held on 25 July.",Dozens of previously-unpublished photographs from the Second Boer War that show battle scenes from the conflict have been found in a house in Derbyshire.,"the collection of historical artifacts, including the medals and badges, is housed in the city's archives. The medals and badges were","The collection of historical artifacts, including medals and badges, is housed in the archives of the city. Medals and badges were :","The collection of historical artifacts, including medals and badges, is housed in the archives of the city. Medals and badges were :","The collection of historical artifacts, including medals and badges, is housed in the archives of the city. Medals and badges were :","The collection of historical artifacts, including medals and badges, is housed in the archives of the city. Medals and badges were :","The collection of historical artifacts, including medals and badges, is housed in the archives of the city. Medals and badges were :","Army Air Corps pilot's helmet, a World War II-era U.S. Army Air Corps pilot's helmet, a World War II-","The helmet of an Army Air Corps pilot, a World War II-era U.S. Army - Air Corps - pilot's helmet.","The helmet of an Army Air Corps pilot, a World War II-era U.S. Army - Air Corps - pilot's helmet.","The helmet of an Army Air Corps pilot, a World War II-era U.S. Army - Air Corps - pilot's helmet.","The helmet of an Army Air Corps pilot, a World War II-era U.S. Army - Air Corps - pilot's helmet.","The helmet of an Army Air Corps pilot, a World War II-era U.S. Army - Air Corps - pilot's helmet."
"Three incidents have happened near to the Hillhead Halls of Residence between September and November.
The man is described as white, aged between 17 and 20, about 5ft 8in tall, with short light brown or blond hair.
He was wearing dark sportswear including a hooded top and jogging bottoms.
Det Con Kirsty Munro said: ""I would like to reassure the community that officers are taking these reports very seriously.
""Although none of the females involved were hurt or injured in any way, they were left feeling understandably concerned and uncomfortable.
""Uniformed officers have been giving particular attention to the area and I would urge people using the park to be on their guard.""
She added: ""These type of incidents are extremely rare in the area - and the city generally - however by no means should that make anyone complacent.
""I would urge anyone who recognises the description of this male or the e-fit image to make contact with the police.""",An e-fit of a man police want to speak to after women were inappropriately touched in an Aberdeen park has been released.,"A man was seen wearing black hooded top, black tracksuit bottoms and black trainers near to Hillhead Halls of Residence between September and November","A man was seen wearing a black hooded top, black tracksuit bottoms and black trainers near Hillhead Halls of Residence between September and November.","A man was seen wearing a black hooded top, black tracksuit bottoms and black trainers near Hillhead Halls of Residence between September and November.","A man was seen wearing a black hooded top, black tracksuit bottoms and black trainers near Hillhead Halls of Residence between September and November.","A man was seen wearing a black hooded top, black tracksuit bottoms and black trainers near Hillhead Halls of Residence between September and November.","A man was seen wearing a black hooded top, black tracksuit bottoms and black trainers near Hillhead Halls of Residence between September and November.","short dark hair, wearing black tracksuit bottoms and black trainers. The incident happened on November 5, when a man was seen running away from the area.","Short dark hair, wearing black tracksuit bottoms and black trainers, the incident happened on November 5, when a man was seen running away from the area.","Short dark hair, wearing black tracksuit bottoms and black trainers, the incident happened on November 5, when a man was seen running away from the area.","Short dark hair, wearing black tracksuit bottoms and black trainers, the incident happened on November 5, when a man was seen running away from the area.","Short dark hair, wearing black tracksuit bottoms and black trainers, the incident happened on November 5, when a man was seen running away from the area.","Short dark hair, wearing black tracksuit bottoms and black trainers, the incident happened on November 5, when a man was seen running away from the area."
"Data in its first call home since Tuesday's flyby suggest the spacecraft experienced no upsets as it hurtled past the icy world at 14km/s (31,000mph).
The signal came through a giant dish in Madrid, Spain - part of a Nasa network of communications antennas.
The message took four hours 25 minutes to traverse 4.7 billion km of space.
The tension mounted as scientists and engineers at mission headquarters in Laurel, Maryland, waited for telemetry information. So there was joy and relief when the signal was received at 01:52 BST; team members cheered, hugged each other and waved American flags.
""We are in lock with telemetry from the spacecraft,"" said mission operations manager Alice Bowman as confirmation was received.
""We have a healthy spacecraft, we have recorded data from the Pluto system, and we are outbound from Pluto.""
A few minutes later, she added: ""I can't express how I feel. It's just like we planned it!""
Nasa's administrator Charles Bolden said: ""With this mission, we have visited every single planet in the Solar System.""
The agency's science chief John Grunsfeld commented: ""This is a tremendous moment in human history,"" adding: ""The spacecraft is full of images and we can't wait.""
Operations manager Alice Bowman confirmed that New Horizons' solid state recorder should be full of data.
""The expected number of segments on that recorder had been used. That tells us that that data has been collected on the spacecraft,"" she explained.
The signal received on Wednesday morning contained only engineering data, and was designed to tell controllers whether the flyby sequence had been carried out properly. The first high-resolution pictures from the flyby should be downlinked later on Wednesday.
Ralph Semmel, director of the Johns Hopkins University Applied Physics Laboratory, where mission control is based, congratulated the mission team.
""What has Pluto given us? Whales, doughnuts, and a heart,"" he said, referring to informal names for surface features in images taken during the spacecraft's approach.
Team members had expressed confidence the flyby would go well, but there was a very small possibility that New Horizons could be lost as it sped through the Pluto system.
Any stray icy debris would have been lethal if it had collided with the spacecraft at its 14km/s velocity .
James Christy, who discovered Pluto's moon Charon, joined relatives of Clyde Tombaugh, who discovered the dwarf planet itself in 1930, at mission control to witness receipt of the signal.
Follow Paul on Twitter.",A signal received from the New Horizons spacecraft shows that it survived its historic encounter with Pluto.,"the probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2.","The probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2","The probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2","The probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2","The probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2","The probe has returned to Earth at 14 km/s after an encounter with Earth on Wednesday. The probe, which is a space probe, was initially received at 2",data from its first call home since Tuesday's flyby of the icy world of Enceladus has revealed no signs of damage to the spacecraft's,Data from its first call home since Tuesday's flyby of the ice-covered world of Enceladus has revealed no signs of damage to the spacecraft.,Data from its first call home since Tuesday's flyby of the ice-covered world of Enceladus has revealed no damage to the spacecraft.,Data from its first call home since Tuesday's flyby of the ice-covered world of Enceladus has revealed no damage to the spacecraft.,Data from its first call home since Tuesday's flyby of the ice-covered world of Enceladus has revealed no damage to the spacecraft.,Data from its first call home since Tuesday's flyby of the ice-covered world of Enceladus has revealed no damage to the spacecraft.
"On Monday, Mrs May met the first and deputy first ministers on a one-day visit to Northern Ireland.
She stressed that no-one wanted a return to the ""borders of the past"".
Her meeting with Mr Kenny is understood to have focused on the impact of Brexit on British and Irish relations.
Earlier in July, shortly after her appointment as the new prime minister, Mrs May spoke to Mr Kenny by telephone and agreed to build on the ""strong relationship""  between the UK and the Republic of Ireland..
Northern Ireland Secretary of State James Brokenshire described Mrs May's meeting with Arlene Foster and Martin McGuinness on Monday as ""positive"".
He also said there was agreement about protecting the current border arrangements between Northern Ireland and the Republic of Ireland.
""I think that the prime minister had a really helpful exchange with the first minister and the deputy first minister and I think there is a strong will and strong commitment to not see the return to the borders of the past,"" he said.
""Indeed that's a theme that underlined discussions that I previously had with the taoiseach on Friday.""
Mr Brokenshire added that there were ""treaties and various other mechanisms"" in place that underlined that there was a ""different arrangement"" between the United Kingdom and the Republic of Ireland.
Deputy First Minister Martin McGuinness said he hoped there would be an ""arrangement which will see the people of the north of Ireland continuing to see their future in Europe as part of an imaginative solution.""
The DUP MP Gavin Robinson said there were ""two aspects"" that had to be considered relating to the border.
""So far, discussions have focussed on the movement of people, there will also need to be a discussion about the movement of goods, customs and whether or not there is a form of a single market or not, whether there is a disparity in tariffs or not and if that is the case, then how you control that,"" he said.
""So whilst I see no difficulty in getting an arrangement that builds on the Common Travel Area and that allows you and I to move freely into the Republic of Ireland and similarly people from the Republic of Ireland can move freely into the United Kingdom, knowing that we have a uniform immigration policy, it may well be that further discussions will need to take place.""",Prime Minister Theresa May has held talks with Taoiseach (Irish Prime Minister) Enda Kenny at Downing Street.,"build on the progress that has been made. ""We have to work together to ensure that we can continue to build on the progress that has been made,"" said Mrs","We have to work together to ensure that we can continue to build on the progress that has been made, she said.","We have to work together to ensure that we can continue to build on the progress that has been made, she said.","We have to work together to ensure that we can continue to build on the progress that has been made, she said.","We have to work together to ensure that we can continue to build on the progress that has been made, she said.","We have to work together to ensure that we can continue to build on the progress that has been made, she said.","""We are ready to help Northern Ireland if it needs it,"" Mrs May said. The UK government was ""ready to help Northern Ireland if it needs it""","We are ready to help Northern Ireland if it needs it, said Theresa May, the Prime Minister of England.","We are ready to help Northern Ireland if it needs it, said Theresa May, Prime Minister of England.","We are ready to help Northern Ireland if it needs it, said Theresa May, Prime Minister of England.","We are ready to help Northern Ireland if it needs it, said Theresa May, Prime Minister of England.","We are ready to help Northern Ireland if it needs it, said Theresa May, Prime Minister of England."
"The staff member suffered a facial injury and was ""badly shaken up"" after the armed robbery at the Freshway General Store in Rufford Road, Southport, at about 07:30 BST.
The men left with cash and cigarettes, Merseyside Police said.
Officers said both men wore dark North Face hooded tops and had green scarves covering their faces.
Det Insp Steve Reardon said: ""This was a particularly nasty robbery.
""The shop assistant was simply going about their business and thankfully is not badly hurt but it is vital that we catch the people responsible and bring them to justice.""",Two men - thought to be armed with a sword and gun - have threatened a shop assistant and stolen cash.,"staff member suffered a facial injury and was ""badly shaken up"" after the armed robbery at the Freshway General Store in Rufford Road","Staff member suffered a facial injury and was ""badly shaken up"" after the armed robbery at the Freshway General Store in Rufford Road, police said.","Staff member suffered a facial injury and was ""badly shaken up"" after the robbery at the Freshway General Store in Rufford Road, police said.","Staff member suffered a facial injury and was ""badly shaken up"" after the robbery at the Freshway General Store in Rufford Road, police said.","Staff member suffered a facial injury and was ""badly shaken up"" after the robbery at the Freshway General Store in Rufford Road, police said.","Staff member suffered a facial injury and was ""badly shaken up"" after the robbery at the Freshway General Store in Rufford Road, police said.",police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday morning. The victim suffered a facial,Police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday. The victim suffered a facial injury.,Police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday. The victim suffered a facial injury.,Police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday. The victim suffered a facial injury.,Police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday. The victim suffered a facial injury.,Police are appealing for witnesses to the armed robbery at the Freshway General Store in Northamptonshire on Sunday. The victim suffered a facial injury.
"The two were dragged out of a car by a group of men along a highway between Noida, a Delhi suburb, and Kanpur city on Friday, reports said.
Three male relatives travelling with them were assaulted and tied up.
The incident has caused outrage across the country and raised questions about police efficiency.
Some of the victims alleged that they got no response from the official helpline number.
One of the men who was attacked told the Hindustan Times newspaper that the line had been continually busy and that when they finally got through, the officer at the other end of the line had ""repeatedly asked questions instead of rescuing the family"".
Family members also alleged that a police van had driven past the field in Bulandshahr area where the incident took place, but had not stopped.
Senior police officer Sujeet Pandey told BBC Hindi on Monday that the three men, who were arrested on Sunday, were remanded in prison after they were identified by their victims.
Three more men were detained today, he added.
The Uttar Pradesh state government has suspended seven policemen in connection with the incident and set up a 300-member taskforce to investigate the incident.
The family was also robbed of money, jewellery and their mobile phones.
Scrutiny of sexual violence in India has grown since the 2012 gang rape and murder of a student on a Delhi bus.
However, brutal sexual attacks against women and children continue to be reported across the country.",Three men suspected of participating in the gang rape of a woman and her teenage daughter have been sent to jail for 14 days as investigations continue.,police said that the men were beaten up and stripped of their clothes before being thrown into a truck. The men were then beaten up and stripped of their,Police said the men were beaten up and stripped of their clothes before being thrown into a truck and beaten up.,Police said the men were beaten up and stripped of their clothes before being thrown into a truck and beaten up.,Police said the men were beaten up and stripped of their clothes before being thrown into a truck and beaten up.,Police said the men were beaten up and stripped of their clothes before being thrown into a truck and beaten up.,Police said the men were beaten up and stripped of their clothes before being thrown into a truck and beaten up.,police said the two were not involved in any crime. The police said the two were not involved in any crime. The police said the two were not involved in any crime,The police said the two were not involved in any crime and that the two did not have criminal records.,The police said the two were not involved in any crime and that they did not have criminal records.,The police said the men were not involved in any crime and did not have criminal records.,The police said the men were not involved in any crime and did not have criminal records.,The police said the men were not involved in any crime and did not have criminal records.
"18 January 2016 Last updated at 19:54 GMT
VPN services are useful for securely accessing your work computer systems while you are away from the office.
But they are also commonly used to circumvent government censorship, or location blocking on movie streaming websites.
BBC Technology reporter Chris Foxx explains what some people use a VPN service for.",A virtual private network (or VPN) is a secure connection between your device and another computer over the internet.,with a secure connection to your home computer systems. The VPN service should also be able to provide you with a secure connection to your work computer systems.,"With a secure connection to your home computer systems, the VPN service should also be able to provide you with secure connections to your work computer systems.","With a secure connection to your home computer systems, the VPN service should also be able to provide secure connections to your work computer systems.","With a secure connection to your home computer systems, the VPN should also be able to provide secure connections to your work computer systems.","With a secure connection to your home computer systems, the VPN should also be able to provide secure connections to your work computer systems.","With a secure connection to your home computer systems, the VPN should also be able to provide secure connections to your work computer systems.",VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are useful for securely accessing your work computer systems while you,VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are also useful for safely accessing my work computer system while I,VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are also useful for safely accessing my work computer system while I,VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are also useful for safely accessing my work computer system while I,VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are also useful for safely accessing my work computer system while I,VPN services are useful for securely accessing your work computer systems while you are away from the office. VPN services are also useful for safely accessing my work computer system while I
"The day is being marked with parades, speeches and special events.
It is held on 8 March every year and also aims to highlight the importance of men and women being equal.
We want to know which woman inspires you and why?
This chat page is now closed, thanks for all your comments.
Rebecca Adlington inspires me to become a swimmer.
Sophie, 11, Oxfordshire
Charlotte Dujardin because she's got an OBE.
Iona, 9, Northumberland
My mum and my nan.
Nea","It is International Women's Day, which celebrates the achievements of women around the world.",the public to meet and greet the Jewish community. The event is also a chance for the public to meet and greet the Jewish community. The event is also ,"The public is also a chance for the public to meet and meet the Jewish community, the event is also","The public is also a chance for the public to meet and meet the Jewish community, the event is also also held.","The public is also a chance for the public to meet and meet the Jewish community, the event is also held.","The public is also a chance for the public to meet and meet the Jewish community, the event is also held.","The public is also a chance for the public to meet and meet the Jewish community, the event is also held.","the day is celebrated in many countries around the world. In the UK, it is celebrated on the second Sunday in March. The day is also known as the International Women",The day is celebrated in many countries around the world. In the UK it is celebrated on the second Sunday in March and is also known as International Women's Day.,"The day is celebrated in many countries around the world, in the UK it is celebrated on the second Sunday in March and is also known as International Women's Day.",The day is celebrated in many countries around the world. In the UK it is celebrated on the second Sunday in March and is also known as International Women's Day.,"The day is celebrated in many countries around the world, in the UK it is celebrated on the second Sunday in March and is also known as International Women's Day.",The day is celebrated in many countries around the world. In the UK it is celebrated on the second Sunday in March and is also known as International Women's Day.
